sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,state,race,math_score,reading_score,writing_score,attendance_rate,suspensions,expulsions,teacher_support,counseling,social_worker_visits,parental_involvement
F,17,R,GT3,A,2,4,at_home,teacher,father,3,4,2,no,no,no,no,no,yes,yes,no,5,4,2,2,3,3,25,Florida,Hispanic,53,89,23,82.58,1,1,yes,no,0,medium
M,19,R,GT3,A,1,2,teacher,other,father,2,1,4,no,yes,no,yes,yes,no,no,yes,5,4,1,5,1,1,80,Texas,Other,96,20,22,91.43,1,0,no,no,2,low
F,15,R,LE3,A,2,3,teacher,teacher,father,2,4,4,yes,yes,yes,no,yes,no,yes,no,2,5,1,1,4,1,4,Florida,White,58,45,52,86.73,2,1,no,no,3,high
F,16,U,LE3,A,2,0,at_home,teacher,mother,2,1,1,no,no,no,yes,yes,no,yes,yes,2,2,2,4,1,4,53,California,White,67,47,79,92.49,0,1,yes,yes,0,low
F,16,U,GT3,A,3,1,at_home,health,father,1,1,4,yes,no,yes,yes,yes,no,no,yes,5,5,2,3,5,4,56,California,Asian,71,67,98,91.04,2,1,no,yes,4,high
M,19,U,LE3,T,1,1,health,other,other,1,1,1,no,no,no,yes,no,no,no,yes,2,4,4,5,3,4,85,California,Asian,65,13,26,98.77,1,1,yes,yes,4,high
M,15,R,LE3,A,4,3,services,services,other,3,1,2,no,yes,yes,no,yes,no,yes,yes,2,5,4,5,4,3,66,Florida,African American,28,41,97,78.67,0,0,no,yes,1,medium
F,18,R,LE3,A,1,4,health,at_home,other,3,2,4,yes,yes,yes,yes,yes,yes,no,yes,3,5,3,1,4,5,70,Florida,Asian,58,58,84,97.9,3,0,yes,yes,3,low
F,17,U,GT3,T,0,0,other,other,father,1,3,2,yes,no,yes,yes,no,no,no,yes,4,5,1,3,5,2,84,California,Other,33,74,7,77.57,0,1,no,no,3,high
M,15,R,LE3,A,2,2,teacher,health,mother,2,1,2,no,yes,no,yes,yes,yes,yes,yes,5,4,2,2,5,3,47,California,Asian,52,61,32,93.59,1,0,no,no,1,medium
F,16,R,GT3,T,0,2,health,other,other,4,4,4,yes,no,yes,yes,no,yes,no,no,4,5,4,4,3,3,10,California,Other,80,3,91,84.69,0,1,no,no,0,medium
M,19,R,LE3,T,3,2,health,at_home,other,3,3,4,yes,yes,yes,no,no,yes,yes,yes,2,3,4,3,2,4,75,Texas,Other,39,58,90,72.16,0,0,yes,yes,2,low
F,19,R,GT3,A,0,1,at_home,services,mother,1,3,1,yes,no,yes,yes,no,no,no,no,2,1,1,5,2,1,9,California,African American,57,33,16,71.04,2,0,no,yes,3,medium
F,17,R,LE3,A,4,4,at_home,at_home,father,1,3,2,no,no,no,yes,yes,yes,no,yes,2,1,1,1,5,4,82,Florida,Other,83,4,57,85.61,2,1,yes,no,1,low
M,19,U,LE3,A,0,4,health,teacher,father,1,3,1,no,no,yes,yes,no,no,no,no,1,3,5,4,5,4,79,California,Asian,28,31,61,71.04,1,0,no,no,2,high
M,19,U,LE3,T,4,1,other,health,mother,2,3,3,yes,yes,yes,no,no,yes,yes,no,2,2,1,5,1,5,54,Florida,Asian,69,79,77,98.39,2,1,yes,yes,1,high
M,15,R,GT3,A,3,4,teacher,at_home,mother,2,2,1,yes,no,no,no,yes,yes,yes,no,1,5,3,1,2,4,63,Florida,Hispanic,83,91,29,74.95,2,1,yes,no,2,low
F,18,R,LE3,A,0,0,at_home,health,mother,4,4,4,no,yes,yes,no,no,no,yes,yes,1,2,1,4,1,4,5,Texas,African American,90,65,45,84.55,0,0,no,no,2,medium
M,17,U,LE3,A,0,4,other,teacher,father,4,3,2,no,yes,yes,no,no,yes,yes,yes,2,2,4,3,1,2,5,California,White,69,34,16,81.32,2,1,no,no,0,high
F,15,U,LE3,A,2,0,at_home,health,father,2,4,1,no,yes,no,yes,no,no,no,no,5,5,4,3,5,2,50,Florida,White,48,7,66,85.74,2,1,yes,no,4,low
M,18,U,LE3,T,4,0,teacher,at_home,mother,1,2,1,no,yes,no,yes,no,no,yes,yes,2,2,3,3,3,3,17,Florida,Hispanic,5,56,56,76.25,0,1,no,no,4,high
M,15,R,GT3,T,1,3,health,other,mother,4,1,4,no,no,no,no,yes,no,yes,yes,1,1,5,1,5,2,39,Florida,Asian,6,24,5,95.99,2,0,yes,no,3,low
M,15,R,LE3,T,0,1,other,teacher,other,4,1,4,yes,no,no,no,no,yes,yes,no,4,3,1,2,3,3,2,Florida,African American,35,22,55,70.38,2,0,yes,no,4,high
M,19,R,GT3,A,3,1,teacher,other,other,4,3,1,no,yes,no,no,no,no,yes,yes,4,3,2,4,5,3,5,California,Asian,69,35,88,87.15,3,1,yes,no,3,medium
F,18,U,LE3,A,1,0,other,health,father,3,2,4,yes,yes,no,yes,no,yes,no,yes,2,3,3,1,3,5,28,California,Hispanic,97,24,69,80.42,1,0,yes,yes,3,low
M,17,R,GT3,T,1,4,other,at_home,other,4,4,3,no,yes,yes,yes,no,yes,yes,yes,1,4,5,5,3,1,91,Florida,White,0,16,99,76.43,0,0,yes,yes,2,high
F,17,R,LE3,T,2,1,teacher,other,other,2,2,1,yes,yes,yes,no,yes,yes,yes,no,4,5,1,1,4,5,91,Florida,African American,93,62,99,76.41,2,0,no,no,3,low
F,18,R,GT3,A,2,2,services,at_home,mother,3,2,1,yes,yes,no,no,no,no,yes,no,5,4,5,4,3,3,54,Florida,Asian,21,63,49,75.51,2,1,no,yes,1,high
F,19,U,LE3,T,1,1,services,health,father,1,3,4,no,no,yes,yes,no,yes,yes,no,3,4,3,2,3,4,59,Florida,Other,80,89,66,88.08,2,1,yes,no,1,low
F,16,R,LE3,T,0,2,at_home,at_home,other,2,1,2,no,no,no,yes,yes,no,no,yes,3,3,4,5,3,3,89,Florida,Other,41,36,34,96.74,2,0,yes,yes,2,medium
M,15,U,GT3,A,2,3,services,teacher,father,2,1,2,yes,no,yes,yes,no,no,yes,yes,4,5,3,2,2,4,59,Florida,Other,83,84,18,81.93,0,0,yes,no,0,medium
F,19,U,GT3,A,1,2,health,other,mother,1,2,4,yes,yes,no,no,yes,no,yes,no,4,4,5,3,4,5,83,Florida,White,31,4,74,74.94,2,1,yes,yes,2,high
M,18,R,GT3,T,4,3,teacher,health,mother,3,3,1,yes,no,yes,no,no,no,yes,no,5,4,3,1,5,1,31,Florida,Other,31,23,14,71.58,1,1,yes,yes,2,high
M,15,U,LE3,T,4,2,teacher,at_home,mother,1,1,4,yes,no,no,no,no,yes,yes,no,5,1,5,2,5,4,71,Texas,Other,5,73,36,94.57,1,1,yes,no,4,high
F,17,U,GT3,A,2,2,at_home,other,other,3,4,4,no,yes,yes,no,yes,no,no,yes,5,1,5,3,1,1,61,California,Hispanic,5,65,95,76.67,2,1,no,yes,4,low
F,16,R,GT3,A,0,3,teacher,health,father,3,2,2,no,yes,no,yes,yes,yes,yes,no,2,4,1,3,1,5,12,Florida,Hispanic,71,89,30,92.06,2,0,no,yes,2,medium
M,17,R,LE3,T,0,2,health,health,father,2,4,1,yes,no,no,no,no,yes,no,no,2,2,3,5,2,5,28,California,Hispanic,10,72,54,85.89,0,0,yes,yes,1,low
M,18,U,GT3,A,1,0,services,other,father,4,3,3,yes,no,no,no,yes,yes,no,no,1,1,3,5,1,2,56,California,Asian,28,47,85,89.1,3,0,yes,no,2,high
F,15,U,LE3,A,3,1,health,teacher,other,4,4,4,no,no,yes,yes,no,no,yes,no,4,1,4,3,1,5,33,Texas,Other,32,29,70,87.28,0,0,no,yes,1,high
M,18,R,LE3,A,0,2,other,services,mother,2,1,1,yes,no,yes,no,no,no,no,no,1,1,3,1,4,2,18,California,White,0,38,0,98.56,0,1,yes,no,0,low
M,15,R,LE3,A,0,3,teacher,teacher,mother,2,2,1,yes,no,no,no,no,no,yes,no,5,5,4,4,4,2,41,Florida,Other,90,99,95,73.07,1,1,no,no,4,high
M,19,U,LE3,A,3,4,at_home,services,mother,4,3,4,no,no,yes,no,yes,yes,yes,yes,1,5,3,4,2,4,30,Texas,Other,71,62,53,89.75,1,0,yes,yes,3,high
M,16,U,LE3,T,2,0,teacher,teacher,father,4,2,3,no,yes,no,no,yes,yes,no,no,1,5,3,4,3,4,26,California,Asian,76,95,84,73.45,3,0,no,yes,1,medium
F,19,U,GT3,A,4,2,health,at_home,mother,4,4,1,yes,yes,yes,no,no,no,no,no,3,3,3,4,2,5,50,Texas,Hispanic,36,56,33,75.82,2,1,no,no,1,medium
M,19,R,GT3,A,4,0,teacher,teacher,mother,4,4,2,no,yes,yes,no,no,no,no,yes,5,3,2,3,5,1,48,Texas,Other,36,71,71,90.22,3,1,yes,no,0,high
F,18,R,LE3,A,3,3,services,at_home,mother,4,1,3,no,no,no,yes,yes,yes,no,yes,2,4,4,4,2,4,13,California,African American,92,60,26,88.57,2,1,no,yes,4,medium
M,16,R,LE3,T,4,3,at_home,other,other,3,4,2,no,yes,no,yes,no,yes,no,yes,4,2,3,2,2,5,86,Texas,African American,25,2,42,84.58,1,1,no,no,4,low
F,15,R,LE3,T,1,4,health,teacher,father,4,4,4,yes,no,yes,yes,yes,no,no,yes,1,5,2,4,1,5,73,Florida,Hispanic,40,3,86,93.2,1,0,no,yes,4,high
F,15,U,LE3,T,4,1,other,at_home,father,3,4,1,no,yes,no,no,yes,yes,yes,yes,3,2,2,3,2,1,89,Texas,Hispanic,89,88,15,90.77,2,0,yes,no,1,low
M,17,R,LE3,A,0,4,health,other,mother,3,3,2,no,yes,no,yes,yes,yes,no,yes,5,1,4,2,4,5,86,Texas,Other,95,48,77,71.76,1,0,no,yes,4,low
M,15,U,LE3,A,4,0,services,health,mother,2,2,4,no,no,no,yes,no,yes,yes,yes,3,5,1,2,4,5,10,Florida,African American,41,90,24,89.63,3,1,yes,no,4,high
M,18,U,LE3,T,4,1,health,services,other,1,3,4,no,no,no,yes,no,no,yes,no,4,4,5,3,1,3,42,Florida,White,59,15,68,81.61,3,1,yes,no,3,low
F,19,R,LE3,A,4,0,at_home,teacher,mother,3,3,4,yes,yes,yes,no,no,yes,yes,yes,1,2,1,2,2,4,39,Florida,White,87,22,2,84.14,3,1,no,yes,1,high
M,19,U,LE3,T,3,0,teacher,services,other,2,1,3,yes,no,yes,yes,yes,yes,yes,yes,2,3,1,1,2,4,12,Florida,African American,2,25,67,85.7,2,0,no,yes,1,low
M,19,U,GT3,A,3,0,services,services,father,1,1,1,no,no,yes,no,no,yes,no,no,2,4,3,4,4,5,24,Texas,Hispanic,12,78,74,80.06,0,1,no,yes,4,high
F,16,U,LE3,T,2,3,other,at_home,other,3,4,4,yes,yes,no,yes,no,no,no,yes,3,3,4,3,3,5,6,Texas,Asian,10,25,71,83.44,3,0,no,yes,2,medium
F,15,U,LE3,T,3,3,health,health,father,1,1,4,no,no,no,no,yes,yes,yes,yes,4,1,4,2,4,3,93,Florida,Asian,56,24,58,86.83,2,1,no,yes,4,low
M,18,U,GT3,A,1,3,services,other,mother,3,2,1,yes,yes,no,yes,no,yes,no,yes,4,1,3,5,3,2,84,Texas,White,68,41,96,71.77,0,1,yes,yes,1,high
F,16,R,GT3,A,2,3,teacher,teacher,father,3,4,4,no,yes,no,yes,no,no,yes,no,3,5,5,1,5,1,28,Texas,Hispanic,64,74,60,87.19,0,1,no,no,1,high
F,17,R,LE3,A,0,0,services,teacher,father,4,2,4,no,no,yes,no,no,yes,yes,yes,3,5,4,3,5,3,88,Florida,Other,97,76,85,80.44,3,0,yes,no,3,medium
M,18,U,LE3,A,2,2,teacher,teacher,other,3,2,2,yes,no,yes,yes,yes,no,yes,no,2,5,1,5,1,1,73,Texas,African American,31,43,14,87.18,1,0,no,yes,0,low
F,18,R,LE3,A,4,1,services,at_home,mother,3,4,1,yes,no,yes,no,no,no,no,no,3,4,1,1,4,5,67,Texas,White,12,0,60,83.36,1,0,no,no,4,medium
M,18,R,GT3,A,2,2,services,teacher,father,4,4,1,yes,yes,no,yes,no,yes,no,yes,5,2,1,3,5,5,59,California,Asian,16,35,11,75.5,3,0,yes,no,0,low
F,19,R,LE3,T,4,3,services,services,mother,4,3,1,yes,yes,yes,no,yes,no,no,no,1,2,5,4,5,2,92,Texas,Asian,65,94,62,73.27,0,0,yes,yes,4,low
M,18,U,LE3,T,1,4,other,other,father,2,1,4,no,yes,no,no,yes,no,yes,yes,3,5,4,4,3,1,80,Texas,Other,20,21,23,96.24,3,1,yes,yes,3,medium
M,15,R,GT3,A,4,3,health,other,other,1,2,4,yes,no,no,no,yes,no,no,no,2,2,1,5,2,4,46,Florida,Other,84,99,70,81.86,0,1,no,no,0,medium
M,18,R,GT3,T,1,0,other,health,mother,1,3,4,yes,yes,no,yes,no,yes,yes,no,5,4,3,4,3,1,26,California,Asian,69,4,23,88.48,1,1,no,no,2,low
F,19,R,GT3,T,4,0,other,at_home,mother,2,4,2,no,no,yes,yes,no,no,yes,yes,2,3,5,3,1,3,40,California,Hispanic,53,18,77,72.55,3,1,yes,yes,4,low
M,18,U,GT3,T,3,0,health,other,father,1,1,1,no,no,no,no,yes,no,yes,no,1,4,5,5,4,5,0,Texas,Asian,93,94,61,82.33,2,0,no,no,4,low
F,17,R,GT3,T,3,2,teacher,health,father,3,1,4,no,yes,yes,no,yes,yes,no,no,3,5,3,4,3,4,79,Texas,African American,14,86,12,91.22,1,0,no,yes,3,medium
F,17,R,LE3,A,4,0,health,other,mother,1,2,2,no,yes,yes,yes,no,no,yes,yes,3,4,1,2,3,5,88,Texas,Hispanic,14,60,9,99.07,1,1,yes,yes,4,medium
M,19,U,LE3,T,4,3,health,other,other,4,1,4,no,no,no,yes,no,yes,no,yes,3,3,3,4,3,5,39,Texas,Other,8,85,64,86.66,0,0,no,no,3,high
M,15,R,LE3,A,0,2,at_home,services,other,2,1,2,yes,no,yes,yes,yes,no,no,no,5,2,4,2,5,1,3,Florida,Other,75,56,4,75.26,1,0,yes,yes,4,medium
F,15,U,LE3,T,0,0,other,other,mother,1,2,4,no,yes,yes,yes,no,yes,no,yes,4,3,3,2,1,1,35,Florida,Other,70,94,97,70.38,0,0,no,yes,4,high
F,16,R,LE3,A,2,3,health,health,other,3,2,4,no,yes,yes,yes,no,yes,no,no,4,4,4,1,1,2,57,Florida,African American,87,20,46,80.63,0,0,yes,yes,2,high
F,19,R,GT3,A,1,1,other,health,father,1,4,1,yes,yes,no,yes,yes,yes,no,yes,1,4,3,1,5,5,17,Texas,Other,20,66,7,82.18,2,1,yes,no,1,medium
M,18,R,LE3,T,3,3,at_home,services,father,1,3,2,yes,no,yes,yes,no,yes,yes,yes,2,5,3,5,1,2,22,California,Hispanic,8,52,50,84.95,1,1,no,yes,4,low
F,19,R,LE3,T,4,3,teacher,teacher,father,4,2,4,no,yes,no,yes,yes,no,yes,yes,4,3,4,1,3,1,80,Florida,Other,95,59,77,70.12,1,0,no,yes,4,medium
M,16,U,GT3,A,0,1,health,other,father,3,2,1,yes,yes,yes,yes,yes,yes,yes,no,1,2,1,4,3,5,47,California,Other,65,60,36,91.71,3,0,no,yes,0,medium
F,19,R,LE3,T,4,3,at_home,services,father,1,4,2,yes,no,no,yes,no,yes,no,yes,5,2,5,4,2,2,12,California,Asian,70,74,80,89.66,3,1,no,yes,3,high
M,19,R,GT3,T,0,1,at_home,teacher,father,3,3,4,no,no,no,yes,yes,yes,no,no,2,2,1,2,4,3,67,Texas,Asian,1,11,42,70.54,2,1,no,no,4,high
F,16,U,GT3,T,0,3,services,teacher,father,2,2,4,no,no,yes,yes,yes,yes,yes,no,3,4,1,4,1,5,45,California,African American,55,41,85,80.01,1,0,no,no,2,medium
M,15,U,GT3,T,2,0,health,services,other,1,2,2,no,yes,no,yes,no,yes,no,yes,2,4,5,4,4,5,71,California,Hispanic,11,88,56,81.04,2,0,no,yes,4,low
M,18,R,LE3,T,2,2,other,health,father,1,1,1,no,no,no,no,yes,yes,yes,yes,3,4,2,2,2,5,69,Texas,Hispanic,55,47,43,78.52,3,1,yes,yes,3,low
F,16,R,LE3,A,2,4,at_home,services,mother,2,1,2,no,no,no,no,yes,yes,no,yes,4,2,1,1,1,1,89,Texas,Asian,78,84,64,78.88,1,1,no,no,4,medium
M,17,U,GT3,A,1,3,teacher,services,other,2,1,2,no,yes,yes,yes,no,no,no,no,1,4,3,4,4,5,88,Florida,Hispanic,98,70,48,83.01,1,1,no,yes,0,low
M,15,R,GT3,T,0,0,teacher,teacher,other,2,3,3,no,yes,no,no,no,no,no,yes,5,5,4,3,1,2,20,Florida,Other,50,94,38,91.07,0,1,no,no,3,low
F,17,R,GT3,T,0,1,at_home,teacher,other,4,3,3,yes,yes,yes,no,no,no,yes,yes,4,2,3,4,1,3,28,Florida,African American,69,74,75,90.27,2,0,no,no,1,high
M,15,U,GT3,A,4,4,health,other,other,4,2,1,no,no,no,yes,no,no,yes,no,3,2,4,5,4,2,83,California,Asian,58,64,29,82.31,1,1,yes,yes,0,medium
M,18,U,GT3,T,1,3,at_home,at_home,mother,3,3,4,no,no,no,no,yes,no,no,no,4,4,1,1,5,1,41,Florida,Other,70,77,92,88.63,3,1,yes,no,2,low
F,18,U,LE3,T,4,1,at_home,services,father,4,4,2,no,no,no,yes,yes,yes,yes,yes,1,1,2,5,3,2,88,Texas,Asian,10,46,79,72.1,3,1,no,no,3,medium
M,19,U,LE3,A,2,4,health,health,mother,4,3,4,no,yes,no,no,no,no,no,no,3,5,1,5,5,3,4,Texas,Asian,2,22,65,93.08,1,1,no,yes,2,high
F,17,R,GT3,A,4,0,at_home,teacher,mother,3,2,2,yes,yes,yes,no,no,no,no,yes,4,2,3,3,2,2,6,California,African American,33,99,50,83.25,2,1,yes,yes,4,medium
F,15,U,LE3,A,4,0,other,teacher,other,2,1,2,no,no,no,yes,yes,no,no,no,2,1,2,4,3,4,46,Florida,African American,94,42,78,72.69,0,0,yes,yes,0,low
F,18,R,LE3,A,1,2,other,at_home,other,1,4,2,yes,yes,no,no,yes,no,yes,yes,4,4,2,1,2,4,93,Florida,Asian,84,68,45,81.21,1,0,no,no,4,high
F,16,U,LE3,T,3,0,teacher,health,father,4,4,2,no,no,no,yes,no,yes,yes,yes,1,1,5,5,4,1,27,California,Other,92,39,7,91.25,1,1,yes,yes,1,medium
F,18,U,LE3,T,0,0,services,other,father,3,3,4,yes,yes,yes,no,yes,no,no,no,5,1,2,2,3,1,80,Florida,White,18,55,5,73.7,1,0,no,no,1,high
F,16,U,LE3,A,4,1,teacher,other,other,3,4,1,yes,no,yes,yes,yes,no,no,no,5,4,4,3,5,3,26,Florida,Other,6,68,58,94.44,0,1,yes,no,0,high
M,15,U,LE3,T,2,0,teacher,services,other,1,1,4,no,no,yes,no,yes,no,yes,yes,2,2,2,4,5,4,83,Florida,Hispanic,10,65,4,91.25,0,0,no,no,1,medium
F,18,U,GT3,T,3,1,other,other,mother,1,1,2,yes,no,yes,yes,no,no,no,no,2,5,1,2,1,2,57,California,Asian,62,37,77,72.49,3,0,yes,no,2,medium
M,18,U,GT3,T,3,0,health,teacher,other,3,1,1,yes,no,no,no,yes,yes,no,yes,1,4,5,3,1,3,21,Florida,Asian,66,69,67,99.36,2,0,yes,no,4,high
F,15,R,LE3,A,1,0,health,health,other,2,3,4,yes,yes,no,no,no,yes,yes,yes,3,2,1,4,2,4,10,Florida,African American,55,80,2,98.31,1,1,yes,yes,4,low
M,18,R,LE3,T,3,1,services,teacher,father,4,4,3,yes,no,yes,no,yes,no,yes,no,4,5,5,3,1,4,30,Florida,Hispanic,42,4,31,73.96,0,0,yes,yes,3,low
F,16,R,LE3,T,3,0,other,health,other,3,4,4,no,no,yes,no,no,no,yes,yes,3,3,5,2,4,3,20,Texas,White,55,77,87,76.09,1,1,yes,no,1,high
F,18,U,GT3,A,0,4,health,health,father,3,3,4,no,no,no,no,yes,no,yes,no,1,3,5,1,5,4,25,Texas,White,44,99,61,80.42,2,1,yes,yes,0,high
M,17,R,LE3,A,3,1,at_home,teacher,mother,1,4,2,yes,no,no,no,yes,no,yes,no,2,3,2,3,3,3,58,California,African American,59,59,87,99.69,2,0,yes,no,0,high
M,19,R,GT3,A,1,0,services,teacher,father,2,3,1,no,yes,yes,yes,no,yes,yes,yes,3,5,2,4,2,4,87,Texas,White,32,46,29,91.16,3,1,yes,yes,0,medium
M,16,R,GT3,A,3,2,other,at_home,father,1,2,4,no,yes,no,yes,yes,no,no,yes,1,1,1,4,1,3,35,Texas,Asian,27,91,48,97.44,2,1,no,yes,4,low
M,17,U,GT3,T,3,1,at_home,teacher,mother,3,4,1,yes,no,no,yes,no,no,yes,yes,3,1,5,5,2,4,80,California,White,95,75,11,78.28,2,0,yes,yes,4,medium
M,15,R,LE3,A,4,2,at_home,other,father,3,3,4,no,no,yes,no,no,no,no,no,2,3,2,4,4,4,13,Florida,White,56,96,88,96.1,0,0,yes,yes,4,medium
M,16,R,LE3,T,2,3,health,other,father,4,3,4,yes,no,yes,no,no,yes,no,no,1,3,5,5,1,4,26,Florida,Other,51,39,49,73.31,3,1,yes,no,4,high
F,19,U,GT3,A,4,2,other,at_home,other,2,3,4,no,yes,yes,no,yes,no,yes,no,3,1,5,3,1,4,54,Florida,White,3,23,81,99.86,3,1,no,no,3,low
M,19,R,LE3,T,2,3,at_home,at_home,other,2,4,2,no,no,yes,yes,yes,yes,yes,no,5,3,4,3,3,4,45,California,Other,98,17,17,73.2,2,1,no,no,3,high
M,15,U,LE3,A,1,0,at_home,health,father,3,4,3,yes,no,no,yes,no,yes,no,no,1,3,2,5,4,4,83,Florida,Hispanic,16,74,92,83.09,2,0,no,no,2,low
M,15,U,LE3,T,2,1,teacher,teacher,other,2,3,2,no,no,yes,yes,yes,no,yes,yes,1,1,3,4,2,3,41,California,Other,34,88,46,94.6,0,1,no,yes,4,medium
M,16,U,GT3,A,4,3,at_home,health,other,2,1,1,no,yes,no,no,no,yes,no,no,1,5,1,5,4,1,63,Florida,Hispanic,41,82,62,95.53,1,0,no,yes,2,medium
M,18,U,GT3,A,1,3,health,health,father,2,1,4,no,no,no,yes,no,yes,yes,yes,3,1,2,5,1,5,65,California,African American,100,67,43,95.89,1,0,yes,yes,4,high
F,15,R,GT3,T,0,4,services,health,other,1,2,4,yes,no,yes,no,yes,yes,yes,no,5,3,3,4,1,2,38,Florida,Asian,59,61,20,78.6,0,1,yes,no,4,low
M,18,R,GT3,A,0,0,other,at_home,other,4,1,1,no,yes,no,no,yes,no,yes,yes,1,3,5,5,4,2,6,Texas,African American,25,6,47,89.81,3,1,no,no,0,high
F,17,U,LE3,T,0,3,teacher,teacher,other,4,4,4,yes,no,yes,no,no,no,no,yes,1,3,2,4,5,5,66,Florida,African American,47,81,65,76.31,2,0,no,yes,1,medium
M,19,U,LE3,T,4,1,health,services,mother,4,2,4,no,yes,no,yes,yes,no,yes,no,1,5,5,4,4,1,52,California,African American,63,14,31,84.83,3,0,yes,no,2,high
F,18,U,LE3,A,0,1,teacher,at_home,father,3,2,1,yes,yes,yes,no,yes,no,no,no,1,1,1,1,1,3,34,California,Hispanic,16,78,93,95.44,2,1,yes,no,1,medium
M,19,R,GT3,T,4,1,at_home,health,father,2,2,2,no,no,no,no,no,yes,yes,yes,1,5,2,3,3,1,62,California,White,97,65,44,82.3,0,0,no,no,1,medium
M,18,R,GT3,A,3,1,services,health,other,4,1,4,yes,yes,no,no,yes,yes,no,no,4,5,2,4,5,5,13,California,Other,71,35,50,73.3,1,1,no,yes,2,low
M,17,R,LE3,T,2,3,services,other,father,3,3,1,no,yes,yes,no,no,yes,yes,no,1,4,2,3,2,3,17,Florida,African American,72,58,52,70.71,2,1,yes,yes,3,high
F,15,R,LE3,A,3,1,other,at_home,other,4,4,1,yes,no,no,no,yes,yes,no,no,2,5,3,3,2,4,91,California,African American,6,70,27,97,1,1,yes,no,0,high
F,17,U,GT3,T,2,3,at_home,other,mother,4,2,4,yes,no,no,yes,no,no,no,no,3,3,4,5,2,2,37,Texas,White,64,28,88,73.7,3,1,yes,no,3,medium
F,15,R,LE3,T,2,2,teacher,at_home,father,3,3,1,no,no,no,no,no,no,yes,no,2,2,1,3,5,3,60,Florida,African American,51,24,61,96.28,1,1,yes,no,2,medium
M,15,U,GT3,A,0,0,other,services,other,2,1,4,yes,no,yes,yes,no,no,yes,no,3,5,2,3,4,1,31,California,Hispanic,40,54,28,72.81,3,1,no,yes,3,high
M,19,U,GT3,A,4,4,health,other,mother,1,1,4,yes,no,yes,no,no,no,yes,no,2,5,5,3,2,5,10,California,Hispanic,15,20,60,77.25,0,1,yes,no,2,low
M,17,U,GT3,T,1,4,at_home,teacher,father,3,3,1,yes,no,no,yes,no,yes,yes,no,5,3,1,2,5,1,43,California,White,65,48,7,91.85,3,0,yes,no,3,low
M,18,U,GT3,T,2,2,at_home,teacher,mother,1,4,2,no,no,no,no,yes,no,yes,yes,5,2,1,1,2,5,38,California,Hispanic,71,11,45,75.24,2,1,no,no,4,medium
M,17,U,GT3,T,3,1,at_home,teacher,father,1,3,2,yes,no,yes,yes,yes,no,no,yes,5,4,5,2,4,1,68,Texas,African American,85,7,30,96.5,0,1,yes,yes,4,low
M,19,R,LE3,T,4,1,services,at_home,mother,4,3,4,yes,no,no,yes,no,no,yes,yes,3,2,5,4,4,4,3,California,African American,55,84,65,76.75,3,0,no,yes,2,medium
F,15,R,LE3,T,4,0,at_home,services,other,2,3,2,yes,no,yes,yes,no,yes,no,no,4,2,1,1,3,4,89,Florida,Asian,26,40,61,81.04,3,0,no,no,1,medium
F,19,R,LE3,A,2,0,health,at_home,other,2,4,4,no,yes,yes,no,yes,no,yes,no,1,3,3,4,2,2,73,Texas,Asian,17,23,17,96.01,2,1,no,yes,0,low
M,16,U,LE3,T,4,4,at_home,teacher,father,3,1,3,yes,yes,yes,no,yes,yes,yes,no,2,1,2,5,4,4,90,California,White,62,35,54,80.29,1,1,yes,yes,1,medium
M,16,R,LE3,T,2,4,teacher,teacher,father,4,4,2,no,no,yes,no,yes,yes,yes,yes,5,5,3,4,2,2,6,Florida,African American,79,1,84,87.66,3,0,no,yes,3,low
F,18,U,LE3,A,2,2,at_home,at_home,other,3,2,4,no,no,no,no,yes,no,no,no,5,5,1,3,5,3,68,Florida,African American,25,28,36,79.72,0,0,no,no,4,low
F,19,R,GT3,A,2,4,other,health,father,3,3,2,no,yes,no,no,yes,yes,no,yes,5,1,1,3,4,1,51,Texas,Other,21,12,85,84.36,2,1,yes,yes,0,low
F,18,U,GT3,T,0,4,other,at_home,father,4,2,4,no,yes,no,no,no,no,no,yes,2,4,3,4,2,3,27,California,Hispanic,57,88,29,84.11,0,1,yes,no,0,high
F,18,R,LE3,A,0,3,services,services,mother,3,4,4,no,yes,yes,yes,no,no,no,no,3,3,4,4,4,5,14,California,White,0,6,82,84.27,0,0,yes,yes,4,low
M,16,U,GT3,T,1,2,health,health,mother,1,4,3,yes,no,yes,yes,yes,yes,no,no,4,1,3,3,1,4,32,California,White,95,39,20,81.01,3,0,no,yes,4,high
F,18,U,LE3,T,3,2,teacher,other,father,1,1,2,yes,no,no,yes,yes,yes,no,yes,4,2,3,2,4,1,91,Texas,Hispanic,45,99,77,91.68,0,0,yes,no,0,high
M,16,U,GT3,T,3,1,services,at_home,other,2,2,4,no,yes,yes,yes,no,no,yes,no,1,3,1,2,5,4,47,California,Other,85,58,12,80.29,2,1,no,yes,4,high
F,15,U,GT3,A,4,1,teacher,other,mother,2,4,4,no,yes,no,yes,yes,yes,yes,no,2,3,1,4,4,5,83,California,Asian,26,57,98,74.09,1,0,no,no,0,high
